Order Date,Order Month,Region,Category,Sales
2015-02-16,2015-02,Central,Office Supplies,7.96
2015-05-06,2015-05,West,Office Supplies,140.736
2017-05-16,2017-05,East,Office Supplies,552.56
2018-04-02,2018-04,West,Furniture,25.11
2018-03-31,2018-03,East,Furniture,29.78
2018-03-31,2018-03,East,Technology,677.58
2018-03-31,2018-03,East,Office Supplies,75.04
2018-01-02,2018-01,South,Technology,695.7
2018-01-02,2018-01,South,Office Supplies,15.66
2018-01-02,2018-01,South,Office Supplies,28.854
2016-05-28,2016-05,East,Office Supplies,47.82
2016-05-28,2016-05,East,Office Supplies,13.05
2015-03-17,2015-03,Central,Office Supplies,93.78
2015-03-17,2015-03,Central,Office Supplies,47.18
2015-03-17,2015-03,Central,Office Supplies,19.68
2015-03-17,2015-03,Central,Office Supplies,53.4
2015-03-17,2015-03,Central,Office Supplies,35.88
2015-10-03,2015-10,Central,Furniture,258.279
2017-03-28,2017-03,South,Office Supplies,31.4
2018-05-04,2018-05,West,Technology,183.96
2018-05-04,2018-05,West,Office Supplies,17.61
2018-05-04,2018-05,West,Furniture,300.904
2015-07-05,2015-07,Central,Office Supplies,220.776
2015-07-05,2015-07,Central,Office Supplies,281.424
2017-05-05,2017-05,South,Office Supplies,79.14
2018-04-26,2018-04,Central,Furniture,1.988
2015-09-26,2015-09,West,Furniture,145.568
2018-10-19,2018-10,East,Office Supplies,123.256
2018-10-19,2018-10,East,Office Supplies,23.68
2018-10-19,2018-10,East,Technology,309.576
2018-11-10,2018-11,West,Office Supplies,38.388
2018-11-10,2018-11,West,Technology,95.994
2018-11-10,2018-11,West,Technology,239.952
2018-11-10,2018-11,West,Technology,201.584
2018-11-10,2018-11,West,Furniture,899.136
2018-07-08,2018-07,West,Furniture,145.9
2016-12-24,2016-12,West,Furniture,590.058
2016-12-24,2016-12,West,Office Supplies,14.04
2018-03-07,2018-03,East,Technology,49.08
2015-04-01,2015-04,West,Office Supplies,29.6
2015-04-01,2015-04,West,Office Supplies,17.088
2016-09-14,2016-09,West,Furniture,912.75
2015-08-04,2015-08,West,Office Supplies,1089.75
2015-08-04,2015-08,West,Office Supplies,447.84
2015-08-04,2015-08,West,Office Supplies,16.4
2015-08-04,2015-08,West,Technology,399.96
2015-08-04,2015-08,West,Office Supplies,158.9
2015-08-04,2015-08,West,Office Supplies,13.184
2017-09-03,2017-09,Central,Furniture,83.952
2017-02-05,2017-02,South,Office Supplies,80.98
2017-02-05,2017-02,South,Office Supplies,348.84
2017-02-05,2017-02,South,Office Supplies,9.45
2017-02-05,2017-02,South,Furniture,18.84
2017-02-05,2017-02,South,Furniture,239.98
2017-02-05,2017-02,South,Office Supplies,167.96
2017-02-05,2017-02,South,Technology,104.85
2017-02-05,2017-02,South,Technology,484.83
2017-02-05,2017-02,South,Office Supplies,122.97
2017-02-05,2017-02,South,Office Supplies,154.44
2017-02-05,2017-02,South,Office Supplies,342.37
2018-07-03,2018-07,South,Office Supplies,9.552
2018-10-09,2018-10,Central,Furniture,652.45
2018-10-09,2018-10,Central,Furniture,66.645
2017-11-24,2017-11,East,Office Supplies,17.216
2017-11-24,2017-11,East,Office Supplies,11.56
2017-11-24,2017-11,East,Technology,88.4
2017-11-24,2017-11,East,Office Supplies,6.48
2017-11-01,2017-11,South,Technology,21.8
2017-11-01,2017-11,South,Office Supplies,251.79
2017-04-19,2017-04,East,Furniture,205.176
2017-04-19,2017-04,East,Office Supplies,419.4
2015-04-06,2015-04,East,Office Supplies,10.304
2015-04-06,2015-04,East,Furniture,154.764
2015-04-06,2015-04,East,Technology,116.784
2017-09-02,2017-09,East,Office Supplies,75.48
2017-09-02,2017-09,East,Furniture,39.98
2017-09-25,2017-09,West,Furniture,393.165
2018-11-04,2018-11,Central,Office Supplies,23.68
2017-07-09,2017-07,East,Furniture,408.006
2017-07-09,2017-07,East,Furniture,165.28
2015-06-30,2015-06,East,Office Supplies,334.768
2018-01-28,2018-01,West,Technology,239.97
2018-01-28,2018-01,West,Furniture,37.74
2016-09-21,2016-09,Central,Technology,946.344
2016-09-21,2016-09,Central,Technology,151.2
2016-09-21,2016-09,Central,Furniture,4.928
2016-09-26,2016-09,West,Office Supplies,86.272
2016-09-26,2016-09,West,Office Supplies,72.588
2016-09-26,2016-09,West,Office Supplies,60.672
2016-09-26,2016-09,West,Office Supplies,77.031
2016-09-26,2016-09,West,Office Supplies,119.904
2016-09-26,2016-09,West,Technology,263.96
2016-09-26,2016-09,West,Office Supplies,363.648
2016-10-31,2016-10,West,Office Supplies,9.728
2016-10-31,2016-10,West,Office Supplies,14.75
2016-10-31,2016-10,West,Office Supplies,29.8
2016-10-31,2016-10,West,Office Supplies,427.42
2018-11-26,2018-11,East,Technology,220.752
2015-12-19,2015-12,South,Office Supplies,152.76
2015-12-19,2015-12,South,Office Supplies,7.27
2015-12-19,2015-12,South,Furniture,1819.86
2017-12-26,2017-12,West,Office Supplies,33.9
2018-06-20,2018-06,East,Office Supplies,31.104
2018-06-20,2018-06,East,Office Supplies,5.248
2016-10-15,2016-10,Central,Technology,263.88
2016-10-15,2016-10,Central,Furniture,2453.43
2018-04-12,2018-04,East,Office Supplies,29.7
2018-04-12,2018-04,East,Office Supplies,39.96
2018-12-19,2018-12,West,Office Supplies,36.672
2018-08-05,2018-08,South,Office Supplies,13.76
2016-10-01,2016-10,West,Office Supplies,139.424
2017-05-23,2017-05,Central,Technology,1979.928
2018-06-13,2018-06,Central,Office Supplies,164.736
2018-06-13,2018-06,Central,Furniture,470.302
2018-06-13,2018-06,Central,Technology,47.984
2015-04-23,2015-04,East,Office Supplies,2.502
2016-05-01,2016-05,West,Technology,88.752
2016-07-19,2016-07,West,Office Supplies,2.025
2017-11-26,2017-11,South,Office Supplies,70.98
2017-11-26,2017-11,South,Office Supplies,91.68
2017-11-26,2017-11,South,Office Supplies,33.75
2017-11-26,2017-11,South,Technology,3040.0
2018-06-12,2018-06,South,Office Supplies,91.2
2018-06-12,2018-06,South,Furniture,452.94
2016-08-17,2016-08,East,Office Supplies,52.2
2017-09-25,2017-09,Central,Office Supplies,15.936
2015-05-04,2015-05,East,Furniture,27.46
2016-12-01,2016-12,West,Office Supplies,55.424
2017-03-11,2017-03,East,Furniture,244.006
2017-08-26,2017-08,Central,Technology,159.984
2017-08-26,2017-08,Central,Furniture,1024.716
2017-12-16,2017-12,East,Office Supplies,3.68
2015-08-08,2015-08,West,Furniture,121.376
2015-08-08,2015-08,West,Technology,95.976
2016-05-16,2016-05,South,Technology,255.968
2018-12-09,2018-12,Central,Furniture,872.94
2018-12-09,2018-12,Central,Office Supplies,41.54
2018-12-09,2018-12,Central,Office Supplies,12.96
2016-09-24,2016-09,East,Office Supplies,6.848
2018-07-11,2018-07,West,Office Supplies,8.67
2016-12-01,2016-12,Central,Furniture,6.688
2017-11-19,2017-11,East,Office Supplies,17.28
2017-11-19,2017-11,East,Office Supplies,17.712
2018-03-19,2018-03,East,Office Supplies,28.91
2017-11-13,2017-11,South,Office Supplies,52.136
2018-11-19,2018-11,West,Technology,31.968
2017-12-02,2017-12,West,Office Supplies,25.92
2017-12-02,2017-12,West,Office Supplies,40.46
2017-12-02,2017-12,West,Office Supplies,33.87
2018-08-25,2018-08,South,Office Supplies,9.728
2018-08-25,2018-08,South,Office Supplies,3.424
2017-10-14,2017-10,West,Technology,177.0
2015-11-27,2015-11,East,Office Supplies,3.76
2016-11-03,2016-11,West,Technology,1212.848
2016-11-03,2016-11,West,Technology,89.97
2016-11-03,2016-11,West,Furniture,42.6
2015-11-29,2015-11,East,Office Supplies,5.04
2018-04-30,2018-04,East,Office Supplies,62.96
2018-11-24,2018-11,East,Office Supplies,5.88
2018-11-24,2018-11,East,Furniture,977.292
2018-10-30,2018-10,West,Furniture,9.64
2015-12-17,2015-12,South,Office Supplies,40.05
2018-09-04,2018-09,Central,Office Supplies,10.192
2018-09-04,2018-09,Central,Office Supplies,16.784
2018-09-04,2018-09,Central,Office Supplies,13.12
2017-10-17,2017-10,West,Office Supplies,18.16
2018-11-12,2018-11,Central,Office Supplies,16.056
2018-11-12,2018-11,Central,Office Supplies,223.056
2018-11-12,2018-11,Central,Office Supplies,540.048
2017-11-24,2017-11,West,Technology,33.52
2017-11-24,2017-11,West,Furniture,9.94
2016-08-01,2016-08,West,Office Supplies,6.72
2016-08-01,2016-08,West,Furniture,1004.976
2018-12-24,2018-12,East,Office Supplies,17.88
2017-09-17,2017-09,South,Technology,396.0
2018-12-10,2018-12,Central,Office Supplies,34.5
2018-09-12,2018-09,West,Furniture,8.36
2018-06-24,2018-06,West,Office Supplies,385.6
2018-06-24,2018-06,West,Office Supplies,35.82
2018-08-18,2018-08,Central,Office Supplies,200.064
2018-08-18,2018-08,Central,Office Supplies,21.38
2018-08-18,2018-08,Central,Office Supplies,6.744
2018-12-11,2018-12,East,Furniture,63.686
2018-12-10,2018-12,West,Furniture,1669.6
2015-02-03,2015-02,West,Office Supplies,83.84
2015-02-03,2015-02,West,Office Supplies,13.272
2018-02-11,2018-02,West,Office Supplies,21.336
2018-04-16,2018-04,Central,Office Supplies,16.52
2016-12-06,2016-12,West,Furniture,206.112
2016-12-06,2016-12,West,Office Supplies,19.92
2016-12-06,2016-12,West,Office Supplies,198.272
2016-12-06,2016-12,West,Office Supplies,247.104
2016-12-06,2016-12,West,Office Supplies,86.304
2017-07-22,2017-07,East,Office Supplies,4.16
2017-07-22,2017-07,East,Furniture,11.648
2016-11-07,2016-11,East,Office Supplies,26.18
2016-11-07,2016-11,East,Office Supplies,7.3
2016-03-26,2016-03,South,Office Supplies,74.352
2018-08-31,2018-08,West,Office Supplies,10.744
2018-08-31,2018-08,West,Office Supplies,8.376
2017-12-04,2017-12,East,Office Supplies,212.88
2018-02-10,2018-02,West,Furniture,203.983
2017-10-29,2017-10,East,Office Supplies,40.74
2017-10-29,2017-10,East,Office Supplies,11.67
2018-09-15,2018-09,East,Technology,39.99
2018-09-15,2018-09,East,Office Supplies,16.28
2018-09-15,2018-09,East,Furniture,782.94
2018-09-15,2018-09,East,Office Supplies,242.48
2015-03-11,2015-03,East,Furniture,8.32
2015-03-11,2015-03,East,Office Supplies,10.464
2015-02-04,2015-02,West,Office Supplies,82.896
2015-02-04,2015-02,West,Office Supplies,34.24
2015-12-31,2015-12,East,Furniture,1573.488
2016-11-23,2016-11,Central,Office Supplies,335.52
2016-11-23,2016-11,Central,Office Supplies,23.912
2016-11-23,2016-11,Central,Office Supplies,27.056
2015-07-06,2015-07,East,Technology,559.992
2018-11-13,2018-11,Central,Office Supplies,9.324
2017-06-17,2017-06,West,Office Supplies,111.96
2015-05-03,2015-05,Central,Office Supplies,21.56
2018-10-16,2018-10,South,Office Supplies,124.75
2016-02-06,2016-02,West,Office Supplies,5.28
2018-09-04,2018-09,East,Technology,91.96
2017-05-09,2017-05,East,Office Supplies,9.344
2017-05-09,2017-05,East,Office Supplies,79.36
2016-03-16,2016-03,West,Furniture,171.96
2017-04-09,2017-04,West,Office Supplies,35.352
2015-04-04,2015-04,West,Office Supplies,18.9
2018-09-05,2018-09,West,Office Supplies,2.78
2018-06-30,2018-06,East,Furniture,1044.63
2016-11-09,2016-11,East,Office Supplies,11.352
2015-03-04,2015-03,South,Office Supplies,354.9
2016-03-19,2016-03,West,Technology,453.576
2016-11-29,2016-11,Central,Technology,21.48
2016-11-29,2016-11,Central,Office Supplies,8.784
2018-06-11,2018-06,West,Office Supplies,122.97
2018-11-26,2018-11,South,Office Supplies,12.84
2015-11-23,2015-11,West,Furniture,603.92
2015-11-23,2015-11,West,Office Supplies,21.84
2015-11-23,2015-11,West,Technology,29.99
2015-11-23,2015-11,West,Furniture,381.44
2015-12-15,2015-12,Central,Technology,40.68
2015-12-15,2015-12,Central,Furniture,763.28
2017-04-22,2017-04,Central,Office Supplies,23.952
2017-05-23,2017-05,South,Office Supplies,4.98
2017-02-27,2017-02,East,Office Supplies,170.88
2016-08-09,2016-08,East,Technology,307.98
2016-08-09,2016-08,East,Furniture,382.806
2016-08-09,2016-08,East,Office Supplies,41.96
2016-08-09,2016-08,East,Office Supplies,1217.568
2016-08-09,2016-08,East,Furniture,47.04
2016-08-09,2016-08,East,Furniture,6.16
2016-08-09,2016-08,East,Technology,979.95
2016-08-09,2016-08,East,Office Supplies,143.7
2016-08-09,2016-08,East,Office Supplies,10.65
2016-08-09,2016-08,East,Technology,247.8
2017-05-12,2017-05,South,Office Supplies,10.96
2017-04-15,2017-04,Central,Office Supplies,33.488
2017-04-15,2017-04,Central,Office Supplies,8.04
2016-06-23,2016-06,West,Technology,201.568
2015-10-19,2015-10,West,Office Supplies,13.44
2016-03-24,2016-03,Central,Furniture,359.058
2018-05-08,2018-05,East,Furniture,47.992
2018-10-16,2018-10,East,Furniture,547.3
2018-11-19,2018-11,Central,Office Supplies,16.896
2018-11-19,2018-11,Central,Office Supplies,6.672
2018-11-19,2018-11,Central,Office Supplies,99.136
2018-11-19,2018-11,Central,Furniture,15.992
2017-05-08,2017-05,East,Furniture,211.96
2017-12-11,2017-12,South,Office Supplies,6.672
2018-11-30,2018-11,East,Office Supplies,155.94
2017-04-19,2017-04,West,Technology,39.96
2017-04-19,2017-04,West,Office Supplies,5.46
2017-04-19,2017-04,West,Office Supplies,73.2
2017-04-19,2017-04,West,Office Supplies,5.84
2017-04-19,2017-04,West,Office Supplies,22.72
2017-04-19,2017-04,West,Office Supplies,9.336
2015-05-26,2015-05,West,Furniture,290.666
2015-05-26,2015-05,West,Technology,201.584
2015-05-26,2015-05,West,Technology,83.984
2018-12-21,2018-12,West,Office Supplies,1000.02
2017-03-15,2017-03,East,Technology,83.976
2016-08-10,2016-08,Central,Office Supplies,3.75
2016-08-10,2016-08,Central,Office Supplies,41.4
2016-08-10,2016-08,Central,Office Supplies,29.79
2017-09-10,2017-09,East,Office Supplies,59.48
2017-09-10,2017-09,East,Office Supplies,6.69
2018-07-08,2018-07,West,Furniture,198.46
2018-07-08,2018-07,West,Office Supplies,786.48
2018-07-08,2018-07,West,Office Supplies,23.168
2018-07-08,2018-07,West,Technology,50.0
2016-12-19,2016-12,West,Technology,675.96
2016-12-19,2016-12,West,Technology,1265.85
2016-11-16,2016-11,East,Office Supplies,523.25
2016-09-24,2016-09,South,Furniture,517.5
2018-06-21,2018-06,East,Furniture,17.92
2018-06-21,2018-06,East,Office Supplies,41.256
2017-05-08,2017-05,East,Office Supplies,1006.056
2017-05-08,2017-05,East,Office Supplies,10.688
2017-05-08,2017-05,East,Office Supplies,10.368
2017-05-08,2017-05,East,Office Supplies,25.12
2017-05-08,2017-05,East,Technology,58.112
2015-11-26,2015-11,West,Office Supplies,15.552
2015-11-26,2015-11,West,Office Supplies,669.08
2015-11-26,2015-11,West,Technology,438.336
2017-05-26,2017-05,East,Office Supplies,19.44
2017-05-26,2017-05,East,Office Supplies,9.64
2017-05-26,2017-05,East,Office Supplies,12.7
2017-05-26,2017-05,East,Furniture,41.37
2015-11-29,2015-11,Central,Office Supplies,12.624
2016-03-19,2016-03,West,Office Supplies,1247.64
2016-03-19,2016-03,West,Technology,3149.93
2016-03-19,2016-03,West,Office Supplies,209.7
2016-11-01,2016-11,East,Technology,35.36
2016-11-01,2016-11,East,Office Supplies,3.168
2016-09-26,2016-09,East,Office Supplies,121.104
2016-09-26,2016-09,East,Technology,45.894
2015-08-29,2015-08,West,Office Supplies,109.92
2015-08-29,2015-08,West,Office Supplies,13.36
2018-11-18,2018-11,West,Office Supplies,169.68
2018-11-18,2018-11,West,Technology,132.52
2018-11-18,2018-11,West,Office Supplies,2.96
2018-11-18,2018-11,West,Office Supplies,8.448
2018-11-18,2018-11,West,Office Supplies,95.94
2015-05-12,2015-05,Central,Furniture,34.79
2018-01-20,2018-01,West,Technology,160.776
2018-10-30,2018-10,West,Office Supplies,88.752
2018-10-30,2018-10,West,Office Supplies,13.904
2018-04-30,2018-04,East,Technology,677.58
2018-04-30,2018-04,East,Office Supplies,13.896
2017-11-24,2017-11,Central,Office Supplies,41.92
2017-11-24,2017-11,Central,Technology,297.576
2017-11-24,2017-11,Central,Office Supplies,4.344
2017-11-24,2017-11,Central,Technology,94.992
2017-11-24,2017-11,Central,Office Supplies,74.352
2017-11-24,2017-11,Central,Office Supplies,14.04
2016-01-10,2016-01,East,Furniture,1018.104
2018-10-19,2018-10,Central,Technology,16.68
2017-03-22,2017-03,West,Technology,58.58
2018-07-03,2018-07,Central,Technology,167.968
2016-12-11,2016-12,South,Office Supplies,196.62
2016-09-17,2016-09,Central,Furniture,21.936
2016-09-17,2016-09,Central,Office Supplies,6.588
2017-05-18,2017-05,West,Office Supplies,104.28
2017-05-18,2017-05,West,Office Supplies,17.94
2015-09-07,2015-09,East,Office Supplies,64.784
2015-09-07,2015-09,East,Technology,32.382
2015-09-07,2015-09,East,Furniture,42.368
2015-09-07,2015-09,East,Technology,399.54
2017-09-29,2017-09,West,Office Supplies,18.97
2017-11-07,2017-11,West,Furniture,14.82
2018-04-24,2018-04,East,Office Supplies,99.28
2018-04-24,2018-04,East,Office Supplies,1.188
2018-04-24,2018-04,East,Office Supplies,7.518
2018-12-10,2018-12,East,Office Supplies,10.368
2018-12-10,2018-12,East,Furniture,310.88
2015-08-16,2015-08,East,Furniture,853.092
2018-12-09,2018-12,Central,Office Supplies,33.45
2018-12-09,2018-12,Central,Office Supplies,10.4
2017-03-14,2017-03,East,Furniture,21.88
2017-06-26,2017-06,Central,Technology,13.616
2016-09-25,2016-09,East,Technology,63.96
2016-09-25,2016-09,East,Office Supplies,14.46
2016-09-25,2016-09,East,Technology,104.98
2016-12-27,2016-12,West,Office Supplies,106.96
2016-12-27,2016-12,West,Office Supplies,21.56
2015-06-03,2015-06,West,Furniture,515.88
2016-07-13,2016-07,East,Office Supplies,11.808
2016-07-13,2016-07,East,Furniture,1931.04
2016-07-13,2016-07,East,Office Supplies,9.96
2015-02-02,2015-02,West,Office Supplies,12.35
2017-03-08,2017-03,West,Office Supplies,9.702
2016-11-22,2016-11,East,Office Supplies,11.61
2018-10-30,2018-10,West,Office Supplies,43.86
2018-10-30,2018-10,West,Technology,148.48
2018-10-30,2018-10,West,Office Supplies,7.42
2018-10-30,2018-10,West,Furniture,71.992
2018-10-30,2018-10,West,Office Supplies,19.9
2018-10-30,2018-10,West,Office Supplies,1702.12
2016-01-30,2016-01,Central,Office Supplies,14.304
2018-09-08,2018-09,Central,Furniture,765.625
2018-10-07,2018-10,West,Furniture,307.666
2017-04-30,2017-04,East,Office Supplies,7.712
2017-05-19,2017-05,East,Office Supplies,242.9
2017-05-19,2017-05,East,Office Supplies,454.9
2017-05-19,2017-05,East,Furniture,35.92
2017-05-19,2017-05,East,Furniture,39.76
2017-05-19,2017-05,East,Office Supplies,47.744
2016-12-20,2016-12,Central,Technology,159.984
2016-12-20,2016-12,Central,Technology,255.968
2016-12-20,2016-12,Central,Furniture,359.058
2016-12-19,2016-12,East,Office Supplies,434.352
2016-12-19,2016-12,East,Office Supplies,3.552
2016-12-19,2016-12,East,Office Supplies,88.832
2018-04-29,2018-04,East,Furniture,1048.35
2017-02-07,2017-02,South,Technology,100.0
2017-02-07,2017-02,South,Office Supplies,7.83
2015-09-28,2015-09,South,Office Supplies,96.256
2015-09-28,2015-09,South,Office Supplies,10.688
2017-07-10,2017-07,Central,Office Supplies,338.04
2017-07-10,2017-07,Central,Office Supplies,154.24
2018-07-29,2018-07,South,Office Supplies,34.848
2018-07-29,2018-07,South,Technology,22.0
2018-07-29,2018-07,South,Office Supplies,4.368
2016-09-03,2016-09,West,Office Supplies,31.44
2016-09-03,2016-09,West,Technology,17.9
2016-09-03,2016-09,West,Technology,129.45
2015-08-09,2015-08,West,Office Supplies,20.88
2018-10-30,2018-10,East,Office Supplies,20.736
2018-10-30,2018-10,East,Furniture,7.168
2018-10-30,2018-10,East,Office Supplies,11.168
2018-10-30,2018-10,East,Technology,442.4
2015-06-06,2015-06,East,Office Supplies,13.36
2017-08-13,2017-08,South,Office Supplies,11.232
2017-08-13,2017-08,South,Office Supplies,10.272
2015-04-25,2015-04,Central,Office Supplies,10.368
2015-04-25,2015-04,Central,Office Supplies,6.24
2016-11-22,2016-11,Central,Furniture,206.962
2018-10-14,2018-10,West,Furniture,9.46
2018-12-02,2018-12,West,Office Supplies,559.62
2018-12-02,2018-12,West,Office Supplies,109.92
2018-12-02,2018-12,West,Office Supplies,8.56
2016-12-08,2016-12,Central,Office Supplies,360.712
2016-12-08,2016-12,Central,Technology,1718.4
2016-07-13,2016-07,Central,Office Supplies,41.568
2015-05-11,2015-05,Central,Technology,46.864
2015-01-05,2015-01,East,Office Supplies,19.536
2016-09-05,2016-09,West,Furniture,411.332
2016-09-05,2016-09,West,Office Supplies,28.752
2016-09-05,2016-09,West,Furniture,293.199
2017-08-04,2017-08,South,Office Supplies,35.06
2017-08-04,2017-08,South,Office Supplies,4.13
2017-08-04,2017-08,South,Furniture,109.8
2017-08-04,2017-08,South,Office Supplies,9.82
2015-03-22,2015-03,South,Office Supplies,7.644
2015-03-22,2015-03,South,Office Supplies,51.465
2018-03-02,2018-03,Central,Office Supplies,6.976
2018-03-02,2018-03,Central,Office Supplies,12.222
2017-11-27,2017-11,Central,Office Supplies,97.984
2017-11-27,2017-11,Central,Technology,62.4
2015-04-28,2015-04,East,Office Supplies,20.86
2015-04-28,2015-04,East,Office Supplies,497.61
2015-04-28,2015-04,East,Office Supplies,5.34
2015-04-28,2015-04,East,Office Supplies,3.15
2016-11-24,2016-11,West,Office Supplies,368.91
2016-11-24,2016-11,West,Office Supplies,14.7
2017-11-11,2017-11,East,Technology,59.97
2017-11-11,2017-11,East,Office Supplies,83.36
2016-07-09,2016-07,East,Office Supplies,6.58
2016-07-09,2016-07,East,Office Supplies,122.94
2018-09-22,2018-09,Central,Office Supplies,219.84
2018-09-22,2018-09,Central,Technology,98.16
2018-09-22,2018-09,Central,Office Supplies,33.04
2018-09-22,2018-09,Central,Technology,86.97
2016-02-15,2016-02,Central,Technology,134.97
2016-02-15,2016-02,Central,Technology,699.98
2016-02-15,2016-02,Central,Technology,139.95
2015-09-30,2015-09,East,Office Supplies,48.94
2015-12-01,2015-12,Central,Furniture,2807.84
2015-12-01,2015-12,Central,Office Supplies,46.64
2015-12-08,2015-12,Central,Office Supplies,60.416
2017-09-05,2017-09,Central,Office Supplies,107.94
2018-08-27,2018-08,East,Office Supplies,63.84
2018-08-27,2018-08,East,Technology,347.97
2018-08-27,2018-08,East,Office Supplies,37.008
2017-07-07,2017-07,West,Furniture,215.65
2017-08-08,2017-08,Central,Office Supplies,11.168
2017-08-08,2017-08,Central,Office Supplies,53.952
2017-11-13,2017-11,West,Furniture,4.18
2018-09-22,2018-09,East,Office Supplies,5.607
2018-09-22,2018-09,East,Office Supplies,4663.736
2018-09-22,2018-09,East,Technology,79.984
2017-12-25,2017-12,West,Technology,2575.944
2017-12-25,2017-12,West,Office Supplies,45.36
2017-12-25,2017-12,West,Technology,254.24
2017-02-11,2017-02,Central,Technology,69.93
2017-10-23,2017-10,Central,Furniture,16.156
2017-10-23,2017-10,Central,Office Supplies,54.816
2015-06-09,2015-06,South,Furniture,1441.3
2018-11-20,2018-11,East,Furniture,77.6
2018-11-20,2018-11,East,Furniture,4.656
2016-09-14,2016-09,West,Furniture,170.136
2016-06-04,2016-06,West,Office Supplies,7.38
2016-06-04,2016-06,West,Office Supplies,9.26
2016-12-13,2016-12,West,Office Supplies,9.96
2015-05-25,2015-05,Central,Office Supplies,75.6
2015-05-25,2015-05,Central,Furniture,29.32
2017-02-16,2017-02,Central,Office Supplies,92.064
2017-02-16,2017-02,Central,Office Supplies,6.976
2017-02-16,2017-02,Central,Furniture,62.958
2017-02-16,2017-02,Central,Office Supplies,5.184
2017-12-22,2017-12,West,Office Supplies,31.32
2017-12-22,2017-12,West,Furniture,11.84
2017-12-22,2017-12,West,Furniture,22.784
2017-02-08,2017-02,South,Technology,1127.976
2016-07-13,2016-07,South,Office Supplies,38.88
2015-05-18,2015-05,East,Technology,779.796
2018-10-21,2018-10,Central,Technology,1439.92
2018-10-21,2018-10,Central,Furniture,262.11
2016-11-05,2016-11,South,Furniture,207.0
2018-08-01,2018-08,Central,Technology,1439.982
2018-08-01,2018-08,Central,Office Supplies,36.288
2015-06-21,2015-06,East,Office Supplies,21.4
2018-02-19,2018-02,South,Office Supplies,1245.86
2015-08-01,2015-08,South,Office Supplies,17.544
2015-08-01,2015-08,South,Furniture,44.128
2015-08-01,2015-08,South,Office Supplies,62.92
2015-08-01,2015-08,South,Office Supplies,78.304
2017-07-18,2017-07,South,Furniture,140.81
2016-02-09,2016-02,Central,Office Supplies,40.096
2016-02-09,2016-02,Central,Furniture,40.784
2018-07-29,2018-07,West,Technology,90.57
2018-01-12,2018-01,East,Office Supplies,40.08
2018-01-12,2018-01,East,Furniture,37.68
2018-09-10,2018-09,West,Furniture,362.352
2018-09-10,2018-09,West,Office Supplies,7.184
2016-07-20,2016-07,Central,Office Supplies,34.76
2016-07-20,2016-07,Central,Technology,831.2
2016-07-20,2016-07,Central,Office Supplies,26.4
2016-07-20,2016-07,Central,Office Supplies,106.75
2016-07-20,2016-07,Central,Office Supplies,97.82
2016-07-20,2016-07,Central,Office Supplies,141.4
2015-06-13,2015-06,West,Office Supplies,14.52
2018-05-12,2018-05,Central,Office Supplies,127.92
2018-05-12,2018-05,Central,Office Supplies,34.24
2016-09-03,2016-09,East,Office Supplies,137.62
2016-09-03,2016-09,East,Technology,100.49
2018-03-26,2018-03,East,Furniture,257.568
2018-03-26,2018-03,East,Technology,119.96
2015-11-12,2015-11,Central,Office Supplies,49.632
2017-10-13,2017-10,West,Furniture,727.45
2017-10-13,2017-10,West,Furniture,24.96
2018-11-12,2018-11,East,Technology,370.782
2018-04-15,2018-04,West,Furniture,196.45
2016-06-25,2016-06,East,Office Supplies,31.104
2016-06-25,2016-06,East,Office Supplies,78.256
2017-08-26,2017-08,West,Office Supplies,6.48
2015-07-21,2015-07,West,Office Supplies,99.2
2015-07-21,2015-07,West,Furniture,801.568
2015-07-21,2015-07,West,Furniture,272.848
2018-11-21,2018-11,West,Furniture,70.98
2015-06-04,2015-06,East,Office Supplies,16.224
2017-03-10,2017-03,East,Furniture,176.784
2018-03-25,2018-03,Central,Technology,470.376
2018-12-29,2018-12,West,Furniture,393.568
2018-12-29,2018-12,West,Technology,302.376
2018-03-28,2018-03,South,Office Supplies,68.742
2016-03-05,2016-03,East,Office Supplies,29.34
2016-03-05,2016-03,East,Furniture,383.607
2016-03-05,2016-03,East,Office Supplies,563.4
2017-11-13,2017-11,East,Office Supplies,217.056
2018-01-19,2018-01,Central,Office Supplies,6.0
2017-04-22,2017-04,West,Furniture,31.56
2015-05-13,2015-05,South,Office Supplies,7.104
2015-05-13,2015-05,South,Office Supplies,398.352
2015-10-21,2015-10,East,Office Supplies,121.792
2015-10-21,2015-10,East,Furniture,409.59
2015-03-14,2015-03,West,Office Supplies,10.56
2015-03-14,2015-03,West,Office Supplies,3.38
2018-12-22,2018-12,South,Office Supplies,7.824
2017-11-24,2017-11,West,Office Supplies,24.784
2018-12-02,2018-12,South,Office Supplies,34.65
2016-12-31,2016-12,West,Office Supplies,487.984
2018-10-03,2018-10,Central,Office Supplies,1793.98
2015-08-29,2015-08,South,Office Supplies,29.808
2015-08-29,2015-08,South,Office Supplies,505.176
2015-08-29,2015-08,South,Furniture,174.0585
2017-06-29,2017-06,South,Office Supplies,191.88
2017-08-20,2017-08,Central,Technology,14.78
2018-10-21,2018-10,West,Office Supplies,5.184
2018-10-21,2018-10,West,Furniture,478.48
2018-10-21,2018-10,West,Technology,28.4
2018-10-21,2018-10,Central,Office Supplies,909.12
2017-05-17,2017-05,South,Office Supplies,2.952
